"file","Ftrgt","Btrigger","HCR","TACconstr","BB","OM","Blim","catch_long","catch_short","catch_medium","risk1_full","risk1_long","risk1_short","risk1_medium","risk3_long","risk3_short","risk3_medium","iav_long","iav_short","iav_medium","catch_median_long","catch_median_short","catch_median_medium","conv_failed","F_maxed","ssb_median_long","ssb_median_short","ssb_median_medium","recovery_proportion","recovery_time","iavTAC_long","iavTAC_short","iavTAC_medium","fbar_median_long","fbar_median_short","fbar_median_medium","slope_long","slope_medium","slope_short"
"Baseline_HCR-C_Ftrgt-0.167_Btrigger-180000_TACconstr-FALSE_BB-FALSE.rds",0.167,180000,"C",FALSE,FALSE,"Baseline",94000,48743.2785,31722.5197193621,46632.2234,0.0147,0.0051,0.0366,0.012,0.008,0.056,0.021,0.207688083520493,0.369909775944694,0.225214260961593,42431.5,25205,40329.5,0,0,283534.558099469,176688.614447538,247879.567793196,1,1,0.206980415641738,0.271556960366184,0.223508709409588,0.172292237300952,0.148248828939951,0.17314165680063,0.1954,0.2762,0.672734546909382
"Baseline_HCR-C_Ftrgt-0.194_Btrigger-132000_TACconstr-FALSE_BB-FALSE.rds",0.194,132000,"C",FALSE,FALSE,"Baseline",94000,52713.4768,37228.985,50637.0378,0.0286,0.0156,0.056,0.0272,0.019,0.09,0.041,0.2069654,0.299918446,0.221437158,45295.5,30699,43300,0,0,252152.2062,167527.143,222095.2491,1,1,0.206593643,0.224742871,0.220944653,0.202843093,0.188661065,0.205335661,0.105,0.1516,0.2242
"Baseline_HCR-C_Ftrgt-0.194_Btrigger-132000_TACconstr-TRUE_BB-TRUE.rds",0.194,132000,"C",TRUE,TRUE,"Baseline",94000,52734.34925,38994.77224,48672.09622,0.0347,0.016,0.0772,0.0296,0.022,0.124,0.047,0.371530085,0.372652371,0.359477693,44431.9,35935.65,41280.9,0,0,251239.695,162264.8285,218571.5356,1,1,0.207593344,0.282443559,0.223270858,0.200820896,0.195417715,0.196249364,0.1041,0.152,0.2642
"Baseline_HCR-C_Ftrgt-0.194_Btrigger-160000_TACconstr-TRUE_BB-TRUE.rds",0.194,160000,"C",TRUE,TRUE,"Baseline",94000,52606.91338,38033.55168,48603.3541,0.0298,0.0127,0.0718,0.022,0.017,0.114,0.036,0.372120367310567,0.383042865603874,0.362369835491333,44619.95,34808.65,41456.3,0,0,253573.551244517,164320.544165526,221409.549442849,1,1,0.214026916898507,0.31571968504076,0.236490214017628,0.197588921408155,0.185775588781754,0.192099685216162,0.1961,0.2626,0.432
"Baseline_HCR-C_Ftrgt-0.194_Btrigger-180000_TACconstr-FALSE_BB-FALSE.rds",0.194,180000,"C",FALSE,FALSE,"Baseline",94000,52401.4159,35296.5496,50447.9422,0.0203,0.0097,0.046,0.0158,0.012,0.069,0.025,0.221608078070265,0.373699237899114,0.239824377786,45573,28849,43719.5,0,0,257029.628942431,171339.832696753,229723.968798409,1,1,0.220115939700606,0.272645630520044,0.238725591287411,0.196134174340572,0.170373436616658,0.197336820616614,0.2732,0.3382,0.699
"Baseline_HCR-C_Ftrgt-0.234_Btrigger-160000_TACconstr-TRUE_BB-TRUE.rds",0.234,160000,"C",TRUE,TRUE,"Baseline",94000,56903.02394,42460.09396,53064.08068,0.04415,0.0274,0.083,0.0388,0.031,0.134,0.054,0.374511074242871,0.348739296847795,0.36655151892993,47920.95,40094,44880.15,0,0,220928.21478255,159192.520968752,200368.665500234,1,1,0.237388165453378,0.283276839607884,0.256530846281966,0.231872808312399,0.216947063692052,0.223969869928808,0.2981,0.3454,0.4558
"Baseline_HCR-C_Ftrgt-0.252_Btrigger-180000_TACconstr-FALSE_BB-FALSE.rds",0.252,180000,"C",FALSE,FALSE,"Baseline",94000,58095.3896,41963.1818,56485.5464,0.0419,0.0286,0.0712,0.0392,0.032,0.127,0.05,0.255697244329415,0.25774296614585,0.269705348526539,49987,36372,48841,0,0,213106.385329677,160675.025601848,197966.410293309,1,1,0.254826212705251,0.288121609112275,0.269120969290723,0.242773413678759,0.216494807695849,0.243400656335084,0.4226,0.4686,0.7476
"Baseline_HCR-C_Ftrgt-0.25_Btrigger-150000_TACconstr-TRUE_BB-TRUE.rds",0.25,150000,"C",TRUE,TRUE,"Baseline",94000,58403.29415,44593.71228,54575.16978,0.05685,0.0418,0.0892,0.0546,0.048,0.14,0.073,0.375718892,0.331353088,0.368482992,48934.6,42676.15,45870.65,0,0,208010.3722,156856.0127,190147.995,0.999,1,0.243617731,0.267074131,0.262337849,0.246693506,0.234358249,0.239367595,0.2975,0.3358,0.4114
"Baseline_HCR-C_Ftrgt-0.25_Btrigger-160000_TACconstr-TRUE_BB-TRUE.rds",0.25,160000,"C",TRUE,TRUE,"Baseline",94000,58286.9704,44112.1041,54507.5705,0.05255,0.0375,0.0856,0.0496,0.043,0.134,0.067,0.37633456,0.333811387,0.370027397,48880.3,42052.55,45782.3,0,0,210157.0402,157563.7026,192327.0009,0.999,1,0.247100686,0.281626752,0.266362064,0.244296029,0.228929595,0.235488555,0.3419,0.3808,0.463
"Baseline_HCR-C_Ftrgt-0.26_Btrigger-160000_TACconstr-TRUE_BB-TRUE.rds",0.26,160000,"C",TRUE,TRUE,"Baseline",94000,59032.9268,45140.87962,55301.85768,0.0585,0.044,0.0904,0.0556,0.05,0.143,0.07,0.378000233,0.329327206,0.373974509,49397.55,42961.1,46427.25,0,1,203533.6672,156057.2512,187096.133,0.999,1,0.253234742,0.278344782,0.274310932,0.251370817,0.236444936,0.243237018,0.3667,0.4028,0.4716
"Baseline_HCR-C_Ftrgt-0.26_Btrigger-170000_TACconstr-TRUE_BB-TRUE.rds",0.26,170000,"C",TRUE,TRUE,"Baseline",94000,58886.18244,44609.89104,55198.87818,0.0537,0.0392,0.0866,0.0498,0.045,0.135,0.063,0.380883809,0.336023771,0.378556707,49253,42147.7,46420.95,0,1,205736.4136,157173.3216,189534.4396,1,1,0.257941723,0.291872795,0.276907093,0.247948427,0.229864103,0.239668232,0.4041,0.445,0.6962
"Baseline_HCR-C_Ftrgt-0.26_Btrigger-180000_TACconstr-TRUE_BB-TRUE.rds",0.26,180000,"C",TRUE,TRUE,"Baseline",94000,58731.57722,44021.23566,55100.18038,0.04815,0.0338,0.0812,0.0438,0.039,0.133,0.057,0.381600061,0.340677176,0.382645618,48967.35,40589.55,45896.6,0,0,207985.9459,158774.3517,192263.5954,1,1,0.264246297,0.299552382,0.28383765,0.244601119,0.222928694,0.236527323,0.4396,0.482,0.7578
"Baseline_HCR-C_Ftrgt-0.26_Btrigger-200000_TACconstr-TRUE_BB-TRUE.rds",0.26,2e+05,"C",TRUE,TRUE,"Baseline",94000,58368.92735,42658.70204,54875.93552,0.038,0.0265,0.0644,0.0346,0.031,0.098,0.05,0.384944216,0.338315639,0.385518555,48329.5,37117.85,45320.6,0,0,212511.7129,163706.1076,197524.3178,1,1,0.271579902,0.307964163,0.291779711,0.237312917,0.207142817,0.229279014,0.5086,0.5442,0.8102
"Baseline_HCR-C_Ftrgt-0.27_Btrigger-150000_TACconstr-TRUE_BB-TRUE.rds",0.27,150000,"C",TRUE,TRUE,"Baseline",94000,59847.58046,46700.39026,56091.52522,0.07125,0.0566,0.1002,0.0716,0.068,0.154,0.091,0.379157193,0.320129384,0.374931516,49955.7,44351.45,47065.55,0,1,195546.2149,153672.2714,180272.1523,0.998,1,0.254773093,0.270687283,0.275327243,0.262013923,0.250372233,0.253628016,0.3499,0.3828,0.427
"Baseline_HCR-C_Ftrgt-0.27_Btrigger-160000_TACconstr-TRUE_BB-TRUE.rds",0.27,160000,"C",TRUE,TRUE,"Baseline",94000,59720.78817,46183.04992,56017.21966,0.0658,0.0511,0.0968,0.0642,0.061,0.15,0.082,0.380595501,0.328357061,0.378645244,49897.5,43792.35,46936.25,0,1,197664.9179,154450.2183,182273.4237,0.999,1,0.260230358,0.284463668,0.277678484,0.258446617,0.24453106,0.250083699,0.3905,0.4256,0.4782
"Baseline_HCR-C_Ftrgt-0.27_Btrigger-170000_TACconstr-FALSE_BB-FALSE.rds",0.27,170000,"C",FALSE,FALSE,"Baseline",94000,59545.9821,44449.8538,57950.9094,0.0581,0.0437,0.0898,0.0552,0.047,0.157,0.064,0.263055737,0.207404085,0.2784858,50999.5,40424,49932,0,0,199671.6105,155462.6704,186574.8314,0.999,1,0.262121434,0.286949566,0.277270332,0.258905275,0.237942614,0.260584609,0.4294,0.4686,0.706
"Baseline_HCR-C_Ftrgt-0.27_Btrigger-170000_TACconstr-TRUE_BB-TRUE.rds",0.27,170000,"C",TRUE,TRUE,"Baseline",94000,59576.20622,45628.28644,55919.76122,0.05995,0.0449,0.0932,0.0568,0.053,0.148,0.069,0.381858652,0.332999002,0.381363406,49721.8,42868.5,46702.4,0,0,199418.116,155475.047,184938.4335,0.999,1,0.265003286,0.29518174,0.284167485,0.255022006,0.237280543,0.246791811,0.4266,0.465,0.7056
"Baseline_HCR-C_Ftrgt-0.27_Btrigger-180000_TACconstr-FALSE_BB-FALSE.rds",0.27,180000,"C",FALSE,FALSE,"Baseline",94000,59385.7615,43781.3142,57863.4802,0.05065,0.0371,0.0816,0.0468,0.041,0.146,0.054,0.268058479,0.220922125,0.282103538,50921.5,38586.5,49880,0,0,202086.1211,157643.1117,189185.0247,1,1,0.266782914,0.291066836,0.281415311,0.255753839,0.229706815,0.256342645,0.4641,0.5052,0.7598
"Baseline_HCR-C_Ftrgt-0.27_Btrigger-180000_TACconstr-TRUE_BB-TRUE.rds",0.27,180000,"C",TRUE,TRUE,"Baseline",94000,59425.14989,44978.99118,55828.25232,0.0536,0.0389,0.0854,0.0512,0.045,0.135,0.064,0.385266871,0.334312197,0.383461308,49335.75,41755.5,46114.55,0,1,201705.1923,157681.2366,187742.5485,1,1,0.271208686,0.29874578,0.289386308,0.251686704,0.229305834,0.243299555,0.4618,0.4988,0.7606
"Baseline_HCR-C_Ftrgt-0.27_Btrigger-190000_TACconstr-FALSE_BB-FALSE.rds",0.27,190000,"C",FALSE,FALSE,"Baseline",94000,59207.6468,43120.75,57747.5638,0.04575,0.0331,0.0734,0.0434,0.037,0.131,0.052,0.272294647,0.250114558,0.286633196,50717,36853,49808,0,0,204324.5838,159664.0431,191882.4226,1,1,0.270264928,0.295560453,0.286369387,0.251882766,0.221463686,0.252991326,0.4985,0.537,0.7886
"Baseline_HCR-C_Ftrgt-0.286_Btrigger-160000_TACconstr-TRUE_BB-TRUE.rds",0.286,160000,"C",TRUE,TRUE,"Baseline",94000,60701.3799192564,47766.8529,57044.52294,0.0789,0.0631,0.1092,0.0802,0.08,0.166,0.099,0.382178928761092,0.321930713257874,0.38526330866236,50467.55,44834.9,47628.35,0,0,188684.081473047,151320.415570313,175335.675620199,0.998,1,0.271342641281727,0.28892842193208,0.287729709939721,0.269292111324026,0.257556870029201,0.261073999213876,0.4257,0.4578,0.492
"Baseline_HCR-C_Ftrgt-0.28_Btrigger-160000_TACconstr-TRUE_BB-TRUE.rds",0.28,160000,"C",TRUE,TRUE,"Baseline",94000,60349.89401,47182.77748,56676.61604,0.07345,0.0585,0.1046,0.0722,0.073,0.16,0.093,0.381519728,0.324434005,0.38384067,50282.85,44480.55,47415.55,0,0,191942.165,152567.4573,178161.2344,0.998,1,0.267115867,0.286126448,0.283314253,0.265321306,0.252760886,0.256965275,0.4107,0.4462,0.487
"Baseline_HCR-C_Ftrgt-0.28_Btrigger-170000_TACconstr-FALSE_BB-FALSE.rds",0.28,170000,"C",FALSE,FALSE,"Baseline",94000,60180.2761,45420.7396,58629.8248,0.06555,0.052,0.096,0.0622,0.057,0.165,0.071,0.269990422,0.209447186,0.284312033,51399,41679.5,50564.5,0,0,194169.4785,153892.6459,182399.9931,0.999,1,0.268551254,0.289124274,0.284209699,0.266109817,0.246163449,0.267220749,0.4518,0.4916,0.7124
"Baseline_HCR-C_Ftrgt-0.28_Btrigger-180000_TACconstr-FALSE_BB-FALSE.rds",0.28,180000,"C",FALSE,FALSE,"Baseline",94000,60024.7267,44746.9026,58542.3866,0.05805,0.0446,0.0872,0.0558,0.049,0.153,0.061,0.274709366,0.213148954,0.288576336,51350,39798.5,50486,0,0,196587.3719,155854.9471,185040.0764,0.999,1,0.27275469,0.294230145,0.28905989,0.262145846,0.237555046,0.26319211,0.4878,0.5244,0.7656
"Baseline_HCR-C_Ftrgt-0.28_Btrigger-180000_TACconstr-TRUE_BB-TRUE.rds",0.28,180000,"C",TRUE,TRUE,"Baseline",94000,60056.02915,45942.68898,56499.41958,0.05965,0.0462,0.0898,0.0564,0.059,0.139,0.071,0.38662285,0.329928732,0.387176668,49615.2,42894.75,46652.2,0,0,197032.8371,156132.5941,183566.7313,0.999,1,0.278211385,0.302060611,0.293591772,0.257463752,0.236318409,0.24895106,0.4832,0.519,0.7668
"Baseline_HCR-C_Ftrgt-0.28_Btrigger-190000_TACconstr-FALSE_BB-FALSE.rds",0.28,190000,"C",FALSE,FALSE,"Baseline",94000,59845.4663,44074.9242,58427.1256,0.0513,0.0383,0.0794,0.0492,0.043,0.142,0.055,0.279280831,0.231067565,0.293667989,50989.5,38014.5,50095,0,0,199235.3269,157965.2665,187853.4584,1,1,0.277041216,0.295365928,0.29325465,0.258377647,0.228410048,0.259810847,0.5194,0.5524,0.796
"Baseline_HCR-C_Ftrgt-0.28_Btrigger-190000_TACconstr-TRUE_BB-TRUE.rds",0.28,190000,"C",TRUE,TRUE,"Baseline",94000,59888.05697,45262.22532,56394.35338,0.0529,0.0399,0.0812,0.0506,0.047,0.129,0.061,0.38877109,0.334827008,0.391948909,49328.7,41206.55,46488.8,0,1,199341.3436,158401.0567,186067.8039,1,1,0.282992422,0.304179482,0.297825447,0.253104675,0.228137263,0.245923861,0.5185,0.549,0.7966
"Baseline_HCR-C_Ftrgt-0.28_Btrigger-200000_TACconstr-TRUE_BB-TRUE.rds",0.28,2e+05,"C",TRUE,TRUE,"Baseline",94000,59686.86898,44613.26074,56247.91488,0.0468,0.035,0.073,0.0442,0.045,0.116,0.058,0.391000348,0.339096355,0.391057522,49206.4,39534.55,46418.4,0,1,201528.4457,159918.1852,188606.4507,1,1,0.286639615,0.308290044,0.302459797,0.248511128,0.220660183,0.241389326,0.5513,0.5758,0.8182
"Baseline_HCR-C_Ftrgt-0.29_Btrigger-170000_TACconstr-FALSE_BB-FALSE.rds",0.29,170000,"C",FALSE,FALSE,"Baseline",94000,60755.32621,46362.8074,59252.9982,0.07345,0.0591,0.1052,0.0704,0.067,0.179,0.077,0.277437927,0.212821798,0.289343864,51763.5,42917,51022,0,1,189056.5635,151813.7353,177675.8232,0.999,1,0.275882098,0.293223235,0.289395094,0.272863875,0.253841827,0.274224591,0.4726,0.5092,0.719
"Baseline_HCR-C_Ftrgt-0.29_Btrigger-180000_TACconstr-FALSE_BB-FALSE.rds",0.29,180000,"C",FALSE,FALSE,"Baseline",94000,60600.96371,45677.6408,59166.763,0.06565,0.0539,0.0932,0.0616,0.061,0.163,0.069,0.280977136,0.215198556,0.294959432,51631.5,40976.5,50847,0,0,191530.647,154319.2338,180583.6971,0.999,1,0.279399554,0.298168775,0.295621055,0.268475859,0.244964462,0.269993931,0.5081,0.5426,0.77
"Baseline_HCR-C_Ftrgt-0.29_Btrigger-190000_TACconstr-FALSE_BB-FALSE.rds",0.29,190000,"C",FALSE,FALSE,"Baseline",94000,60422.19147,45000.434,59050.9434,0.05835,0.0464,0.0848,0.0558,0.053,0.149,0.059,0.285491969,0.218227608,0.299951614,51315,39167,50400.5,0,1,194411.4287,156495.974,183601.8186,1,1,0.283886079,0.299770253,0.300099416,0.264226207,0.235807909,0.266036908,0.5408,0.5674,0.8004
"Baseline_HCR-C_Ftrgt-0.29_Btrigger-200000_TACconstr-TRUE_BB-TRUE.rds",0.29,2e+05,"C",TRUE,TRUE,"Baseline",94000,60271.54774,45542.15516,56852.7532,0.05205,0.0405,0.0762,0.051,0.052,0.123,0.061,0.393412203,0.338969245,0.392632156,49221.65,40693.95,46694.5,0,1,196759.7331,158594.8294,184646.4488,1,1,0.295554424,0.30752417,0.309278904,0.253383931,0.227129822,0.24702893,0.5711,0.5944,0.8236
"Baseline_HCR-C_Ftrgt-0.308_Btrigger-180000_TACconstr-FALSE_BB-FALSE.rds",0.308,180000,"C",FALSE,FALSE,"Baseline",94000,61512.444098497,47274.992,60167.967,0.0791,0.0652,0.1072,0.0788,0.074,0.185,0.086,0.295593035607056,0.218388182546802,0.305974873012487,51930.5,43084.5,51230.5,0,1,183433.113581313,151361.843730706,173162.808239414,0.999,1,0.294651960529676,0.303550664946358,0.306149732591919,0.279347599604119,0.257553163963178,0.281902304876008,0.5439,0.5698,0.7794
"Baseline_HCR-C_Ftrgt-0.3_Btrigger-160000_TACconstr-TRUE_BB-TRUE.rds",0.3,160000,"C",TRUE,TRUE,"Baseline",94000,61444.49252,49076.07082,57833.92123,0.0899,0.0737,0.1178,0.0944,0.088,0.182,0.115,0.388068782,0.32138533,0.391063876,50677.2,45771.7,47957.5,0,1,181516.1245,149131.0365,169350.5771,0.998,1,0.283655663,0.293110416,0.297259197,0.27807229,0.268906058,0.270155853,0.4552,0.4884,0.5022
"Baseline_HCR-C_Ftrgt-0.3_Btrigger-180000_TACconstr-TRUE_BB-TRUE.rds",0.3,180000,"C",TRUE,TRUE,"Baseline",94000,61163.97729,47800.81428,57656.69521,0.07435,0.0602,0.1022,0.0748,0.074,0.157,0.089,0.391184732,0.329543344,0.394199672,50217.35,44226.85,47469,0,2,187138.1503,152812.8945,174909.1757,0.999,1,0.294501012,0.305613539,0.307488076,0.269388864,0.250958035,0.261352584,0.5281,0.5514,0.779
"Baseline_HCR-C_Ftrgt-0.3_Btrigger-200000_TACconstr-TRUE_BB-TRUE.rds",0.3,2e+05,"C",TRUE,TRUE,"Baseline",94000,60807.07011,46450.11674,57405.1142,0.0601,0.0474,0.0854,0.0602,0.059,0.136,0.071,0.395571506,0.335413797,0.39811681,49486.7,41844.1,46759.7,0,1,192185.0988,157262.3587,180556.1643,1,1,0.302750293,0.312991436,0.320279246,0.259730327,0.233456474,0.252990691,0.5893,0.6092,0.8294
"Alt1_HCR-A_Ftrgt-0.194_Btrigger-132000_TACconstr-FALSE_BB-FALSE.rds",0.194,132000,"A",FALSE,FALSE,"Alt1",94000,59261.6603811434,41752.6992978937,59073.0106318957,0.0143931795386158,0.0120361083249749,0.0110330992978937,0.0224674022066199,0.0170511534603811,0.0220661985957874,0.0290872617853561,0.227513683808605,0.321465196769645,0.248451686609344,49121,31536,50066,2,0,271438.414572734,177685.638836497,246554.465739324,1,1,0.225469185421531,0.240449269912478,0.248938003330408,0.183951933352283,0.180828262490076,0.189138550231093,0.204304304304304,0.241041041041041,0.270124148978775
"Alt2_HCR-A_Ftrgt-0.28_Btrigger-180000_TACconstr-TRUE_BB-TRUE.rds",0.28,180000,"A",TRUE,TRUE,"Alt2",94000,65907.47139,48682.92268,61383.565,0.0409,0.0248,0.0764,0.0376,0.035,0.142,0.064,0.354486520884014,0.233945696960352,0.375179920198079,59583.1,40195,54875.2,0,0,223225.228868572,163662.909479911,200532.847438949,1,1,0.275089503974554,0.292580761097501,0.278466483857743,0.268786184547591,0.241994755414083,0.264510041392738,0.3723,0.4298,0.704
"Alt2_HCR-B_Ftrgt-0.27_Btrigger-170000_TACconstr-TRUE_BB-TRUE.rds",0.27,170000,"B",TRUE,TRUE,"Alt2",94000,65393.39247,48321.83804,60298.3043,0.0386,0.0209,0.0806,0.032,0.033,0.141,0.061,0.383994352623182,0.34732725857411,0.409677431374522,59683.1,44626.9,54551.65,0,0,227140.553945099,163366.318894421,203450.285847601,1,1,0.267406008390686,0.305137023025407,0.276232348489962,0.266141994597477,0.242169887526336,0.260080070771619,0.3062,0.3642,0.6352
"Alt2_HCR-A_Ftrgt-0.194_Btrigger-132000_TACconstr-FALSE_BB-FALSE.rds",0.194,132000,"A",FALSE,FALSE,"Alt2",94000,57525.1577,39277.8482,54128.1408,0.0175,0.0042,0.0482,0.0134,0.009,0.085,0.038,0.208271949553862,0.309709311005953,0.219251803387883,53057.5,30989.5,49368.5,0,0,287519.434639009,173693.548310957,244095.285831309,1,1,0.206265738475133,0.230883805243105,0.211890212198309,0.205217744462946,0.188753474746126,0.208255041181023,0.0391,0.0818,0.1974
"Alt2_HCR-A_Ftrgt-0.28_Btrigger-180000_TACconstr-FALSE_BB-FALSE.rds",0.28,180000,"A",FALSE,FALSE,"Alt2",94000,65949.3644,47855.8816,62902.4028,0.03955,0.0233,0.0766,0.035,0.033,0.143,0.06,0.276357006849304,0.206267715200115,0.289277924634102,61102,40256,57821,0,0,222950.993639535,163098.852019496,201471.681818753,1,1,0.274452755333429,0.291621863330401,0.282178780885364,0.274590706705815,0.243593043937619,0.275090719238356,0.3709,0.4364,0.704
"Alt2_HCR-C_Ftrgt-0.28_Btrigger-180000_TACconstr-FALSE_BB-FALSE.rds",0.28,180000,"C",FALSE,FALSE,"Alt2",94000,65949.3366,47856.2256,62901.5558,0.0396,0.0233,0.0768,0.035,0.033,0.143,0.06,0.276357006849304,0.206141051397533,0.289277924634102,61102,40256,57821,0,0,222950.993639535,163098.852019496,201425.315790007,1,1,0.274452755333429,0.291847894268704,0.282178780885364,0.274621548201709,0.243593043937619,0.275068314017224,0.3709,0.4366,0.704
"Alt2_HCR-B_Ftrgt-0.29_Btrigger-190000_TACconstr-FALSE_BB-FALSE.rds",0.29,190000,"B",FALSE,FALSE,"Alt2",94000,66394.6384,48083.3596,63521.3086,0.0398,0.0261,0.0718,0.0352,0.034,0.139,0.055,0.294099540204529,0.217186815910204,0.309021894756202,61861,39626.5,58564.5,0,0,219772.250800181,164056.462922479,199337.435025017,1,1,0.294005918121113,0.312026763942584,0.303990921807863,0.279395367381855,0.243720127479945,0.281128647859174,0.4268,0.4814,0.7404
"Alt2_HCR-C_Ftrgt-0.26_Btrigger-160000_TACconstr-TRUE_BB-TRUE.rds",0.26,160000,"C",TRUE,TRUE,"Alt2",94000,64755.53896,47935.26828,59488.10008,0.03825,0.02,0.0806,0.0324,0.029,0.137,0.066,0.375671763764414,0.329767581970576,0.394663558871729,58781.2,43654.6,53558.95,0,0,231818.000811413,163486.030956435,206123.15116182,1,1,0.25117551030569,0.275597181556534,0.258061876631231,0.260259628800086,0.238924334765938,0.253637182359401,0.2439,0.3028,0.4154
